roll_number,name,branch,year
RO211298,Student_1298,CSE,E3
RO211299,Student_1299,CSE,E3
RO211300,Student_1300,CSE,E3
RO211301,Student_1301,CSE,E3
RO211302,Student_1302,CSE,E3
RO211303,Student_1303,CSE,E3
RO211304,Student_1304,CSE,E3
RO211305,Student_1305,CSE,E3
RO211306,Student_1306,CSE,E3
RO211307,Student_1307,CSE,E3
RO211308,Student_1308,CSE,E3
RO211309,Student_1309,CSE,E3
RO211310,Student_1310,CSE,E3
RO211311,Student_1311,CSE,E3
RO211312,Student_1312,CSE,E3
RO211313,Student_1313,CSE,E3
RO211314,Student_1314,CSE,E3
RO211315,Student_1315,CSE,E3
RO211316,Student_1316,CSE,E3
RO211317,Student_1317,CSE,E3
RO211318,Student_1318,CSE,E3
RO211319,Student_1319,CSE,E3
RO211320,Student_1320,CSE,E3
RO211321,Student_1321,CSE,E3
RO211322,Student_1322,CSE,E3
RO211323,Student_1323,CSE,E3
RO211324,Student_1324,CSE,E3
RO211325,Student_1325,CSE,E3
RO211326,Student_1326,CSE,E3
RO211327,Student_1327,CSE,E3
RO211328,Student_1328,CSE,E3
RO211329,Student_1329,CSE,E3
RO211330,Student_1330,CSE,E3
RO211331,Student_1331,CSE,E3
RO211332,Student_1332,CSE,E3
RO211333,Student_1333,CSE,E3
RO211334,Student_1334,CSE,E3
RO211335,Student_1335,CSE,E3
RO211336,Student_1336,CSE,E3
RO211337,Student_1337,CSE,E3
RO211338,Student_1338,CSE,E3
RO211339,Student_1339,CSE,E3
RO211340,Student_1340,CSE,E3
RO211341,Student_1341,CSE,E3
RO211342,Student_1342,CSE,E3
RO211343,Student_1343,CSE,E3
RO211344,Student_1344,CSE,E3
RO211345,Student_1345,CSE,E3
RO211346,Student_1346,CSE,E3
RO211347,Student_1347,CSE,E3
RO211348,Student_1348,CSE,E3
RO211349,Student_1349,CSE,E3
RO211350,Student_1350,CSE,E3
RO211351,Student_1351,CSE,E3
RO211352,Student_1352,CSE,E3
RO211353,Student_1353,CSE,E3
RO211354,Student_1354,CSE,E3
RO211355,Student_1355,CSE,E3
RO211356,Student_1356,CSE,E3
RO211357,Student_1357,CSE,E3
RO211358,Student_1358,CSE,E3
RO211359,Student_1359,CSE,E3
RO211360,Student_1360,ECE,E3
RO211361,Student_1361,ECE,E3
RO211362,Student_1362,ECE,E3
RO211363,Student_1363,ECE,E3
RO211364,Student_1364,ECE,E3
RO211365,Student_1365,ECE,E3
RO211366,Student_1366,ECE,E3
RO211367,Student_1367,ECE,E3
RO211368,Student_1368,ECE,E3
RO211369,Student_1369,ECE,E3
RO211370,Student_1370,ECE,E3
RO211371,Student_1371,ECE,E3
RO211372,Student_1372,ECE,E3
RO211373,Student_1373,ECE,E3
RO211374,Student_1374,ECE,E3
RO211375,Student_1375,ECE,E3
RO211376,Student_1376,ECE,E3
RO211377,Student_1377,ECE,E3
RO211378,Student_1378,ECE,E3
RO211379,Student_1379,ECE,E3
RO211380,Student_1380,ECE,E3
RO211381,Student_1381,ECE,E3
RO211382,Student_1382,ECE,E3
RO211383,Student_1383,ECE,E3
RO211384,Student_1384,ECE,E3
RO211385,Student_1385,ECE,E3
RO211386,Student_1386,ECE,E3
RO211387,Student_1387,ECE,E3
RO211388,Student_1388,ECE,E3
RO211389,Student_1389,ECE,E3
RO211390,Student_1390,ECE,E3
RO211391,Student_1391,ECE,E3
RO211392,Student_1392,ECE,E3
RO211393,Student_1393,ECE,E3
RO211394,Student_1394,ECE,E3
RO211395,Student_1395,ECE,E3
RO211396,Student_1396,ECE,E3
RO211397,Student_1397,ECE,E3
RO211398,Student_1398,ECE,E3
RO211399,Student_1399,ECE,E3
RO211400,Student_1400,ECE,E3
RO211401,Student_1401,ECE,E3
RO211402,Student_1402,ECE,E3
RO211403,Student_1403,ECE,E3
RO211404,Student_1404,ECE,E3
RO211405,Student_1405,ECE,E3
RO211406,Student_1406,ECE,E3
RO211407,Student_1407,ECE,E3
RO211408,Student_1408,ECE,E3
RO211409,Student_1409,ECE,E3
RO211410,Student_1410,ECE,E3
RO211411,Student_1411,ECE,E3
RO211412,Student_1412,ECE,E3
RO211413,Student_1413,ECE,E3
RO211414,Student_1414,ECE,E3
RO211415,Student_1415,ECE,E3
RO211416,Student_1416,ECE,E3
RO211417,Student_1417,ECE,E3
RO211418,Student_1418,ECE,E3
RO211419,Student_1419,ECE,E3
RO211420,Student_1420,ECE,E3
RO211421,Student_1421,ECE,E3
RO211422,Student_1422,ECE,E3
RO211423,Student_1423,ECE,E3
RO211424,Student_1424,ECE,E3
RO211425,Student_1425,ECE,E3
RO211426,Student_1426,ECE,E3
RO211427,Student_1427,ECE,E3
RO211428,Student_1428,ECE,E3
RO211429,Student_1429,ECE,E3
RO211430,Student_1430,ECE,E3
RO211431,Student_1431,ECE,E3
RO211432,Student_1432,ECE,E3
RO211433,Student_1433,ECE,E3
RO211434,Student_1434,ECE,E3
RO211435,Student_1435,ECE,E3
RO211436,Student_1436,ECE,E3
RO211437,Student_1437,ECE,E3
RO211438,Student_1438,ECE,E3
RO211439,Student_1439,ECE,E3
RO211440,Student_1440,ECE,E3
RO211441,Student_1441,ECE,E3
RO211442,Student_1442,ECE,E3
RO211443,Student_1443,ECE,E3
RO211444,Student_1444,ECE,E3
RO211445,Student_1445,ECE,E3
RO211446,Student_1446,ECE,E3
RO211447,Student_1447,ECE,E3
RO211448,Student_1448,ECE,E3
RO211449,Student_1449,ECE,E3
RO211450,Student_1450,ECE,E3
RO211451,Student_1451,ECE,E3
RO211452,Student_1452,ECE,E3
RO211453,Student_1453,ECE,E3
RO211454,Student_1454,ECE,E3
RO211455,Student_1455,ECE,E3
RO211456,Student_1456,ECE,E3
RO211457,Student_1457,ECE,E3
RO211458,Student_1458,ECE,E3
RO211459,Student_1459,ECE,E3
RO211460,Student_1460,ECE,E3
RO211461,Student_1461,ECE,E3
RO211462,Student_1462,ECE,E3
RO211463,Student_1463,ECE,E3
RO211464,Student_1464,ECE,E3
RO211465,Student_1465,ECE,E3
RO211466,Student_1466,ECE,E3
RO211467,Student_1467,ECE,E3
RO211468,Student_1468,ECE,E3
RO211469,Student_1469,ECE,E3
RO211470,Student_1470,ECE,E3
RO211471,Student_1471,ECE,E3
RO211472,Student_1472,ECE,E3
RO211473,Student_1473,ECE,E3
RO211474,Student_1474,ECE,E3
RO211475,Student_1475,ECE,E3
RO211476,Student_1476,ECE,E3
RO211477,Student_1477,ECE,E3
RO211478,Student_1478,ECE,E3
RO211479,Student_1479,ECE,E3
RO211480,Student_1480,ECE,E3
RO211481,Student_1481,ECE,E3
RO211482,Student_1482,ECE,E3
RO211483,Student_1483,ECE,E3
RO211484,Student_1484,ECE,E3
RO211485,Student_1485,ECE,E3
RO211486,Student_1486,ECE,E3
RO211487,Student_1487,ECE,E3
RO211488,Student_1488,ECE,E3
RO211489,Student_1489,ECE,E3
RO211490,Student_1490,ECE,E3
RO211491,Student_1491,ECE,E3
RO211492,Student_1492,ECE,E3
RO211493,Student_1493,ECE,E3
RO211494,Student_1494,ECE,E3
RO211495,Student_1495,ECE,E3
RO211496,Student_1496,ECE,E3
RO211497,Student_1497,ECE,E3
RO211498,Student_1498,ECE,E3
RO211499,Student_1499,ECE,E3
RO211500,Student_1500,ECE,E3
RO211501,Student_1501,ECE,E3
RO211502,Student_1502,ECE,E3
RO211503,Student_1503,ECE,E3
RO211504,Student_1504,ECE,E3
RO211505,Student_1505,ECE,E3
RO211506,Student_1506,ECE,E3
RO211507,Student_1507,ECE,E3
RO211508,Student_1508,ECE,E3
RO211509,Student_1509,ECE,E3
RO211510,Student_1510,ECE,E3
RO211511,Student_1511,ECE,E3
RO211512,Student_1512,ECE,E3
RO211513,Student_1513,ECE,E3
RO211514,Student_1514,ECE,E3
RO211515,Student_1515,ECE,E3
RO211516,Student_1516,ECE,E3
RO211517,Student_1517,ECE,E3
RO211518,Student_1518,ECE,E3
RO211519,Student_1519,ECE,E3
RO211520,Student_1520,ECE,E3
RO211521,Student_1521,ECE,E3
RO211522,Student_1522,ECE,E3
RO211523,Student_1523,ECE,E3
RO211524,Student_1524,ECE,E3
RO211525,Student_1525,ECE,E3
RO211526,Student_1526,ECE,E3
RO211527,Student_1527,ECE,E3
RO211528,Student_1528,ECE,E3
RO211529,Student_1529,ECE,E3
RO211530,Student_1530,ECE,E3
RO211531,Student_1531,ECE,E3
RO211532,Student_1532,ECE,E3
RO211533,Student_1533,ECE,E3
RO211534,Student_1534,ECE,E3
RO211535,Student_1535,ECE,E3
RO211536,Student_1536,ECE,E3
RO211537,Student_1537,ECE,E3
RO211538,Student_1538,ECE,E3
RO211539,Student_1539,ECE,E3
RO211540,Student_1540,ECE,E3
RO211541,Student_1541,ECE,E3
RO211542,Student_1542,ECE,E3
RO211543,Student_1543,ECE,E3
RO211544,Student_1544,ECE,E3
RO211545,Student_1545,ECE,E3
RO211546,Student_1546,ECE,E3
RO211547,Student_1547,ECE,E3
RO211548,Student_1548,ECE,E3
RO211549,Student_1549,ECE,E3
RO211550,Student_1550,ECE,E3
RO211551,Student_1551,ECE,E3
RO211552,Student_1552,ECE,E3
RO211553,Student_1553,ECE,E3
RO211554,Student_1554,ECE,E3
RO211555,Student_1555,ECE,E3
RO211556,Student_1556,ECE,E3
RO211557,Student_1557,ECE,E3
RO211558,Student_1558,ECE,E3
RO211559,Student_1559,ECE,E3
RO211560,Student_1560,ECE,E3
RO211561,Student_1561,ECE,E3
RO211562,Student_1562,ECE,E3
RO211563,Student_1563,ECE,E3
RO211564,Student_1564,ECE,E3
RO211565,Student_1565,ECE,E3
RO211566,Student_1566,ECE,E3
RO211567,Student_1567,ECE,E3
RO211568,Student_1568,ECE,E3
RO211569,Student_1569,ECE,E3
RO211570,Student_1570,ECE,E3
RO211571,Student_1571,ECE,E3
RO211572,Student_1572,ECE,E3
RO211573,Student_1573,ECE,E3
RO211574,Student_1574,ECE,E3
RO211575,Student_1575,ECE,E3
RO211576,Student_1576,ECE,E3
RO211577,Student_1577,ECE,E3
RO211578,Student_1578,ECE,E3
RO211579,Student_1579,ECE,E3
RO211580,Student_1580,ECE,E3
RO211581,Student_1581,ECE,E3
RO211582,Student_1582,ECE,E3
RO211583,Student_1583,ECE,E3
RO211584,Student_1584,ECE,E3
RO211585,Student_1585,ECE,E3
RO211586,Student_1586,ECE,E3
RO211587,Student_1587,ECE,E3
RO211588,Student_1588,ECE,E3
RO211589,Student_1589,ECE,E3
RO211590,Student_1590,ECE,E3
RO211591,Student_1591,ECE,E3
RO211592,Student_1592,ECE,E3
RO211593,Student_1593,ECE,E3
RO211594,Student_1594,ECE,E3
RO211595,Student_1595,ECE,E3
RO211596,Student_1596,ECE,E3
RO211597,Student_1597,ECE,E3
RO211598,Student_1598,ECE,E3
RO211599,Student_1599,ECE,E3
RO211600,Student_1600,ECE,E3
RO211601,Student_1601,ECE,E3
RO211602,Student_1602,ECE,E3
RO211603,Student_1603,ECE,E3
RO211604,Student_1604,ECE,E3
RO211605,Student_1605,ECE,E3
RO211606,Student_1606,ECE,E3
RO211607,Student_1607,ECE,E3
RO211608,Student_1608,ECE,E3
RO211609,Student_1609,ECE,E3
RO211610,Student_1610,ECE,E3
RO211611,Student_1611,ECE,E3
RO211612,Student_1612,ECE,E3
RO211613,Student_1613,ECE,E3
RO211614,Student_1614,ECE,E3
RO211615,Student_1615,ECE,E3
RO211616,Student_1616,ECE,E3
RO211617,Student_1617,ECE,E3
RO211618,Student_1618,ECE,E3
RO211619,Student_1619,ECE,E3
RO211620,Student_1620,ECE,E3
RO211621,Student_1621,ECE,E3
RO211622,Student_1622,ECE,E3
RO211623,Student_1623,ECE,E3
RO211624,Student_1624,ECE,E3
RO211625,Student_1625,ECE,E3
RO211626,Student_1626,ECE,E3
RO211627,Student_1627,ECE,E3
RO211628,Student_1628,ECE,E3
RO211629,Student_1629,ECE,E3
RO211630,Student_1630,ECE,E3
RO211631,Student_1631,ECE,E3
RO211632,Student_1632,ECE,E3
RO211633,Student_1633,ECE,E3
RO211634,Student_1634,ECE,E3
RO211635,Student_1635,ECE,E3
RO211636,Student_1636,ECE,E3
RO211637,Student_1637,ECE,E3
RO211638,Student_1638,ECE,E3
RO211639,Student_1639,ECE,E3
RO211640,Student_1640,ECE,E3
RO211641,Student_1641,ECE,E3
RO211642,Student_1642,ECE,E3
RO211643,Student_1643,ECE,E3
RO211644,Student_1644,ECE,E3
RO211645,Student_1645,ECE,E3
RO211646,Student_1646,ECE,E3
RO211647,Student_1647,ECE,E3
RO211648,Student_1648,ECE,E3
RO211649,Student_1649,ECE,E3
RO211650,Student_1650,ECE,E3
RO211651,Student_1651,ECE,E3
RO211652,Student_1652,ECE,E3
RO211653,Student_1653,ECE,E3
RO211654,Student_1654,ECE,E3
RO211655,Student_1655,ECE,E3
RO211656,Student_1656,ECE,E3
RO211657,Student_1657,ECE,E3
RO211658,Student_1658,ECE,E3
RO211659,Student_1659,ECE,E3
RO211660,Student_1660,MECH,E3
RO211661,Student_1661,MECH,E3
RO211662,Student_1662,MECH,E3
RO211663,Student_1663,MECH,E3
RO211664,Student_1664,MECH,E3
RO211665,Student_1665,MECH,E3
RO211666,Student_1666,MECH,E3
RO211667,Student_1667,MECH,E3
RO211668,Student_1668,MECH,E3
RO211669,Student_1669,MECH,E3
RO211670,Student_1670,MECH,E3
RO211671,Student_1671,MECH,E3
RO211672,Student_1672,MECH,E3
RO211673,Student_1673,MECH,E3
RO211674,Student_1674,MECH,E3
RO211675,Student_1675,MECH,E3
RO211676,Student_1676,MECH,E3
RO211677,Student_1677,MECH,E3
RO211678,Student_1678,MECH,E3
RO211679,Student_1679,MECH,E3
RO211680,Student_1680,MECH,E3
RO211681,Student_1681,MECH,E3
RO211682,Student_1682,MECH,E3
RO211683,Student_1683,MECH,E3
RO211684,Student_1684,MECH,E3
RO211685,Student_1685,MECH,E3
RO211686,Student_1686,MECH,E3
RO211687,Student_1687,MECH,E3
RO211688,Student_1688,MECH,E3
RO211689,Student_1689,MECH,E3
RO211690,Student_1690,MECH,E3
RO211691,Student_1691,MECH,E3
RO211692,Student_1692,MECH,E3
RO211693,Student_1693,MECH,E3
RO211694,Student_1694,MECH,E3
RO211695,Student_1695,MECH,E3
RO211696,Student_1696,MECH,E3
RO211697,Student_1697,MECH,E3
RO211698,Student_1698,MECH,E3
RO211699,Student_1699,MECH,E3
RO211700,Student_1700,MECH,E3
RO211701,Student_1701,MECH,E3
RO211702,Student_1702,MECH,E3
RO211703,Student_1703,MECH,E3
RO211704,Student_1704,MECH,E3
RO211705,Student_1705,MECH,E3
RO211706,Student_1706,MECH,E3
RO211707,Student_1707,MECH,E3
RO211708,Student_1708,MECH,E3
RO211709,Student_1709,MECH,E3
RO211710,Student_1710,MECH,E3
RO211711,Student_1711,MECH,E3
RO211712,Student_1712,MECH,E3
RO211713,Student_1713,MECH,E3
RO211714,Student_1714,MECH,E3
RO211715,Student_1715,MECH,E3
RO211716,Student_1716,MECH,E3
RO211717,Student_1717,MECH,E3
RO211718,Student_1718,MECH,E3
RO211719,Student_1719,MECH,E3
RO211720,Student_1720,MECH,E3
RO211721,Student_1721,MECH,E3
RO211722,Student_1722,MECH,E3
RO211723,Student_1723,MECH,E3
RO211724,Student_1724,MECH,E3
RO211725,Student_1725,MECH,E3
RO211726,Student_1726,MECH,E3
RO211727,Student_1727,MECH,E3
RO211728,Student_1728,MECH,E3
RO211729,Student_1729,MECH,E3
RO211730,Student_1730,MECH,E3
RO211731,Student_1731,MECH,E3
RO211732,Student_1732,MECH,E3
RO211733,Student_1733,MECH,E3
RO211734,Student_1734,MECH,E3
RO211735,Student_1735,MECH,E3
RO211736,Student_1736,MECH,E3
RO211737,Student_1737,MECH,E3
RO211738,Student_1738,MECH,E3
RO211739,Student_1739,MECH,E3
RO211740,Student_1740,MECH,E3
RO211741,Student_1741,MECH,E3
RO211742,Student_1742,MECH,E3
RO211743,Student_1743,MECH,E3
RO211744,Student_1744,MECH,E3
RO211745,Student_1745,MECH,E3
RO211746,Student_1746,MECH,E3
RO211747,Student_1747,MECH,E3
RO211748,Student_1748,MECH,E3
RO211749,Student_1749,MECH,E3
RO211750,Student_1750,MECH,E3
RO211751,Student_1751,MECH,E3
RO211752,Student_1752,MECH,E3
RO211753,Student_1753,MECH,E3
RO211754,Student_1754,MECH,E3
RO211755,Student_1755,MECH,E3
RO211756,Student_1756,MECH,E3
RO211757,Student_1757,MECH,E3
RO211758,Student_1758,MECH,E3
RO211759,Student_1759,MECH,E3
RO211760,Student_1760,MECH,E3
RO211761,Student_1761,MECH,E3
RO211762,Student_1762,MECH,E3
RO211763,Student_1763,MECH,E3
RO211764,Student_1764,MECH,E3
RO211765,Student_1765,MECH,E3
RO211766,Student_1766,MECH,E3
RO211767,Student_1767,MECH,E3
RO211768,Student_1768,MECH,E3
RO211769,Student_1769,MECH,E3
RO211770,Student_1770,MECH,E3
RO211771,Student_1771,MECH,E3
RO211772,Student_1772,MECH,E3
RO211773,Student_1773,MECH,E3
RO211774,Student_1774,MECH,E3
RO211775,Student_1775,MECH,E3
RO211776,Student_1776,MECH,E3
RO211777,Student_1777,MECH,E3
RO211778,Student_1778,MECH,E3
RO211779,Student_1779,MECH,E3
RO211780,Student_1780,MECH,E3
RO211781,Student_1781,MECH,E3
RO211782,Student_1782,MECH,E3
RO211783,Student_1783,MECH,E3
RO211784,Student_1784,MECH,E3
RO211785,Student_1785,MECH,E3
RO211786,Student_1786,MECH,E3
RO211787,Student_1787,MECH,E3
RO211788,Student_1788,MECH,E3
RO211789,Student_1789,MECH,E3
RO211790,Student_1790,MECH,E3
RO211791,Student_1791,MECH,E3
RO211792,Student_1792,MECH,E3
RO211793,Student_1793,MECH,E3
RO211794,Student_1794,MECH,E3
RO211795,Student_1795,MECH,E3
RO211796,Student_1796,MECH,E3
RO211797,Student_1797,MECH,E3
RO211798,Student_1798,MECH,E3
RO211799,Student_1799,MECH,E3
RO211800,Student_1800,MECH,E3
RO211801,Student_1801,MECH,E3
RO211802,Student_1802,MECH,E3
RO211803,Student_1803,MECH,E3
RO211804,Student_1804,MECH,E3
RO211805,Student_1805,MECH,E3
RO211806,Student_1806,MECH,E3
RO211807,Student_1807,MECH,E3
RO211808,Student_1808,MECH,E3
RO211809,Student_1809,MECH,E3
RO211810,Student_1810,MECH,E3
RO211811,Student_1811,MECH,E3
RO211812,Student_1812,MECH,E3
RO211813,Student_1813,MECH,E3
RO211814,Student_1814,MECH,E3
RO211815,Student_1815,MECH,E3
RO211816,Student_1816,MECH,E3
RO211817,Student_1817,MECH,E3
RO211818,Student_1818,MECH,E3
RO211819,Student_1819,MECH,E3
RO211820,Student_1820,MECH,E3
RO211821,Student_1821,MECH,E3
RO211822,Student_1822,MECH,E3
RO211823,Student_1823,MECH,E3
RO211824,Student_1824,MECH,E3
RO211825,Student_1825,MECH,E3
RO211826,Student_1826,MECH,E3
RO211827,Student_1827,MECH,E3
RO211828,Student_1828,MECH,E3
RO211829,Student_1829,MECH,E3
RO211830,Student_1830,MECH,E3
RO211831,Student_1831,MECH,E3
RO211832,Student_1832,MECH,E3
RO211833,Student_1833,MECH,E3
RO211834,Student_1834,MECH,E3
RO211835,Student_1835,MECH,E3
RO211836,Student_1836,MECH,E3
RO211837,Student_1837,MECH,E3
RO211838,Student_1838,MECH,E3
RO211839,Student_1839,MECH,E3
RO211840,Student_1840,MECH,E3
RO211841,Student_1841,MECH,E3
RO211842,Student_1842,MECH,E3
RO211843,Student_1843,MECH,E3
RO211844,Student_1844,MECH,E3
RO211845,Student_1845,MECH,E3
RO211846,Student_1846,MECH,E3
RO211847,Student_1847,MECH,E3
RO211848,Student_1848,MECH,E3
RO211849,Student_1849,MECH,E3
RO211850,Student_1850,MECH,E3
RO211851,Student_1851,MECH,E3
RO211852,Student_1852,MECH,E3
RO211853,Student_1853,MECH,E3
RO211854,Student_1854,MECH,E3
RO211855,Student_1855,MECH,E3
RO211856,Student_1856,MECH,E3
RO211857,Student_1857,MECH,E3
RO211858,Student_1858,MECH,E3
RO211859,Student_1859,MECH,E3
RO211860,Student_1860,CIVIL,E3
RO211861,Student_1861,CIVIL,E3
RO211862,Student_1862,CIVIL,E3
RO211863,Student_1863,CIVIL,E3
RO211864,Student_1864,CIVIL,E3
RO211865,Student_1865,CIVIL,E3
RO211866,Student_1866,CIVIL,E3
RO211867,Student_1867,CIVIL,E3
RO211868,Student_1868,CIVIL,E3
RO211869,Student_1869,CIVIL,E3
RO211870,Student_1870,CIVIL,E3
RO211871,Student_1871,CIVIL,E3
RO211872,Student_1872,CIVIL,E3
RO211873,Student_1873,CIVIL,E3
RO211874,Student_1874,CIVIL,E3
RO211875,Student_1875,CIVIL,E3
RO211876,Student_1876,CIVIL,E3
RO211877,Student_1877,CIVIL,E3
RO211878,Student_1878,CIVIL,E3
RO211879,Student_1879,CIVIL,E3
RO211880,Student_1880,CIVIL,E3
RO211881,Student_1881,CIVIL,E3
RO211882,Student_1882,CIVIL,E3
RO211883,Student_1883,CIVIL,E3
RO211884,Student_1884,CIVIL,E3
RO211885,Student_1885,CIVIL,E3
RO211886,Student_1886,CIVIL,E3
RO211887,Student_1887,CIVIL,E3
RO211888,Student_1888,CIVIL,E3
RO211889,Student_1889,CIVIL,E3
RO211890,Student_1890,CIVIL,E3
RO211891,Student_1891,CIVIL,E3
RO211892,Student_1892,CIVIL,E3
RO211893,Student_1893,CIVIL,E3
RO211894,Student_1894,CIVIL,E3
RO211895,Student_1895,CIVIL,E3
RO211896,Student_1896,CIVIL,E3
RO211897,Student_1897,CIVIL,E3
RO211898,Student_1898,CIVIL,E3
RO211899,Student_1899,CIVIL,E3
RO211900,Student_1900,CIVIL,E3
RO211901,Student_1901,CIVIL,E3
RO211902,Student_1902,CIVIL,E3
RO211903,Student_1903,CIVIL,E3
RO211904,Student_1904,CIVIL,E3
RO211905,Student_1905,CIVIL,E3
RO211906,Student_1906,CIVIL,E3
RO211907,Student_1907,CIVIL,E3
RO211908,Student_1908,CIVIL,E3
RO211909,Student_1909,CIVIL,E3
RO211910,Student_1910,CIVIL,E3
RO211911,Student_1911,CIVIL,E3
RO211912,Student_1912,CIVIL,E3
RO211913,Student_1913,CIVIL,E3
RO211914,Student_1914,CIVIL,E3
RO211915,Student_1915,CIVIL,E3
RO211916,Student_1916,CIVIL,E3
RO211917,Student_1917,CIVIL,E3
RO211918,Student_1918,CIVIL,E3
RO211919,Student_1919,CIVIL,E3
RO211920,Student_1920,CIVIL,E3
RO211921,Student_1921,CIVIL,E3
RO211922,Student_1922,CIVIL,E3
RO211923,Student_1923,CIVIL,E3
RO211924,Student_1924,CIVIL,E3
RO211925,Student_1925,CIVIL,E3
RO211926,Student_1926,CIVIL,E3
RO211927,Student_1927,CIVIL,E3
RO211928,Student_1928,CIVIL,E3
RO211929,Student_1929,CIVIL,E3
RO211930,Student_1930,CIVIL,E3
RO211931,Student_1931,CIVIL,E3
RO211932,Student_1932,CIVIL,E3
RO211933,Student_1933,CIVIL,E3
RO211934,Student_1934,CIVIL,E3
RO211935,Student_1935,CIVIL,E3
RO211936,Student_1936,CIVIL,E3
RO211937,Student_1937,CIVIL,E3
RO211938,Student_1938,CIVIL,E3
RO211939,Student_1939,CIVIL,E3
RO211940,Student_1940,CIVIL,E3
RO211941,Student_1941,CIVIL,E3
RO211942,Student_1942,CIVIL,E3
RO211943,Student_1943,CIVIL,E3
RO211944,Student_1944,CIVIL,E3
RO211945,Student_1945,CIVIL,E3
RO211946,Student_1946,CIVIL,E3
RO211947,Student_1947,CIVIL,E3
RO211948,Student_1948,CIVIL,E3
RO211949,Student_1949,CIVIL,E3
RO211950,Student_1950,CIVIL,E3
RO211951,Student_1951,CIVIL,E3
RO211952,Student_1952,CIVIL,E3
RO211953,Student_1953,CIVIL,E3
RO211954,Student_1954,CIVIL,E3
RO211955,Student_1955,CIVIL,E3
RO211956,Student_1956,CIVIL,E3
RO211957,Student_1957,CIVIL,E3
RO211958,Student_1958,CIVIL,E3
RO211959,Student_1959,CIVIL,E3
RO211960,Student_1960,CIVIL,E3
RO211961,Student_1961,CIVIL,E3
RO211962,Student_1962,CIVIL,E3
RO211963,Student_1963,CIVIL,E3
RO211964,Student_1964,CIVIL,E3
RO211965,Student_1965,CIVIL,E3
RO211966,Student_1966,CIVIL,E3
RO211967,Student_1967,CIVIL,E3
RO211968,Student_1968,CIVIL,E3
RO211969,Student_1969,CIVIL,E3
RO211970,Student_1970,CIVIL,E3
RO211971,Student_1971,CIVIL,E3
RO211972,Student_1972,CIVIL,E3
RO211973,Student_1973,CIVIL,E3
RO211974,Student_1974,CIVIL,E3
RO211975,Student_1975,CIVIL,E3
RO211976,Student_1976,CIVIL,E3
RO211977,Student_1977,CIVIL,E3
RO211978,Student_1978,CIVIL,E3
RO211979,Student_1979,CIVIL,E3
RO211980,Student_1980,CIVIL,E3
RO211981,Student_1981,CIVIL,E3
RO211982,Student_1982,CIVIL,E3
RO211983,Student_1983,CIVIL,E3
RO211984,Student_1984,CIVIL,E3
RO211985,Student_1985,CIVIL,E3
RO211986,Student_1986,CIVIL,E3
RO211987,Student_1987,CIVIL,E3
RO211988,Student_1988,CIVIL,E3
RO211989,Student_1989,CIVIL,E3
RO211990,Student_1990,CIVIL,E3
RO211991,Student_1991,CIVIL,E3
RO211992,Student_1992,CIVIL,E3
RO211993,Student_1993,CIVIL,E3
RO211994,Student_1994,CIVIL,E3
RO211995,Student_1995,CIVIL,E3
RO211996,Student_1996,CIVIL,E3
RO211997,Student_1997,CIVIL,E3
RO211998,Student_1998,CIVIL,E3
RO211999,Student_1999,CIVIL,E3
RO201000,Student_1000,CSE,E4
RO201001,Student_1001,CSE,E4
RO201002,Student_1002,CSE,E4
RO201003,Student_1003,CSE,E4
RO201004,Student_1004,CSE,E4
RO201005,Student_1005,CSE,E4
RO201006,Student_1006,CSE,E4
RO201007,Student_1007,CSE,E4
RO201008,Student_1008,CSE,E4
RO201009,Student_1009,CSE,E4
RO201010,Student_1010,CSE,E4
RO201011,Student_1011,CSE,E4
RO201012,Student_1012,CSE,E4
RO201013,Student_1013,CSE,E4
RO201014,Student_1014,CSE,E4
RO201015,Student_1015,CSE,E4
RO201016,Student_1016,CSE,E4
RO201017,Student_1017,CSE,E4
RO201018,Student_1018,CSE,E4
RO201019,Student_1019,CSE,E4
RO201020,Student_1020,CSE,E4
RO201021,Student_1021,CSE,E4
RO201022,Student_1022,CSE,E4
RO201023,Student_1023,CSE,E4
RO201024,Student_1024,CSE,E4
RO201025,Student_1025,CSE,E4
RO201026,Student_1026,CSE,E4
RO201027,Student_1027,CSE,E4
RO201028,Student_1028,CSE,E4
RO201029,Student_1029,CSE,E4
RO201030,Student_1030,CSE,E4
RO201031,Student_1031,CSE,E4
RO201032,Student_1032,CSE,E4
RO201033,Student_1033,CSE,E4
RO201034,Student_1034,CSE,E4
RO201035,Student_1035,CSE,E4
RO201036,Student_1036,CSE,E4
RO201037,Student_1037,CSE,E4
RO201038,Student_1038,CSE,E4
RO201039,Student_1039,CSE,E4
RO201040,Student_1040,CSE,E4
RO201041,Student_1041,CSE,E4
RO201042,Student_1042,CSE,E4
RO201043,Student_1043,CSE,E4
RO201044,Student_1044,CSE,E4
RO201045,Student_1045,CSE,E4
RO201046,Student_1046,CSE,E4
RO201047,Student_1047,CSE,E4
RO201048,Student_1048,CSE,E4
RO201049,Student_1049,CSE,E4
RO201050,Student_1050,CSE,E4
RO201051,Student_1051,CSE,E4
RO201052,Student_1052,CSE,E4
RO201053,Student_1053,CSE,E4
RO201054,Student_1054,CSE,E4
RO201055,Student_1055,CSE,E4
RO201056,Student_1056,CSE,E4
RO201057,Student_1057,CSE,E4
RO201058,Student_1058,CSE,E4
